,gamemode,battletime,p1.name,p2.name,p1.crowns,p2.crowns,p1.card_1,p1.card_2,p1.card_3,p1.card_4,p1.card_5,p1.card_6,p1.card_7,p1.card_8,p2.card_1,p2.card_2,p2.card_3,p2.card_4,p2.card_5,p2.card_6,p2.card_7,p2.card_8
13,Ladder,20200516T103712.000Z,phatcat,shadow-fiend,1,0,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram,Golem,Night Witch,Mini P.E.K.K.A,Mega Minion,Bomber,Arrows,Baby Dragon,Lightning
14,Ladder,20200516T103300.000Z,phatcat,Dead!,3,1,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram,Heal Spirit,Earthquake,Skeletons,Ice Golem,Three Musketeers,Hunter,The Log,Royal Hogs
15,Ladder,20200516T102904.000Z,phatcat,Montana JayG,1,0,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram,Golem,Night Witch,Bomb Tower,Baby Dragon,Tornado,Lightning,Ice Wizard,Barbarian Barrel
16,Ladder,20200516T095634.000Z,phatcat,BU I Mateo™,0,1,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram,Hog Rider,Goblin Gang,Spear Goblins,Barbarians,Fireball,Inferno Tower,Zap,Goblin Barrel
17,Ladder,20200516T095048.000Z,phatcat,geo_nodo,1,0,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram,Mega Knight,Inferno Dragon,Skeleton Barrel,Bats,Miner,Goblin Gang,Spear Goblins,Zap
18,Ladder,20200516T094640.000Z,phatcat,T-Bag,0,1,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram,Miner,Bats,Zap,Knight,Wall Breakers,Bomb Tower,The Log,Spear Goblins
19,Ladder,20200516T094240.000Z,phatcat,통통,0,1,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram,Night Witch,Giant,Dark Prince,Graveyard,Musketeer,Giant Snowball,Goblin Cage,Arrows
20,Ladder,20200516T093651.000Z,phatcat,❄ICE❄,3,0,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram,Baby Dragon,Graveyard,Bomb Tower,Poison,Tornado,Knight,Ice Wizard,Barbarian Barrel
21,Ladder,20200516T093334.000Z,phatcat,Dynamite I いっせい,0,0,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram,P.E.K.K.A,Ram Rider,Bandit,Electro Wizard,Baby Dragon,Lightning,Barbarian Barrel,Giant Snowball
22,Ladder,20200516T092801.000Z,phatcat,**mohamadparsa*,0,1,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram,Graveyard,Arrows,Dark Prince,Tornado,Bomber,P.E.K.K.A,Electro Wizard,Balloon
23,Ladder,20200516T092349.000Z,phatcat,אביה דביר,0,0,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram,Tesla,Mirror,Elixir Collector,Inferno Tower,Rage,Clone,Cannon,Bomb Tower
24,Ladder,20200516T091807.000Z,phatcat,<c2>Dr. Strange,3,1,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram,Hunter,Barbarians,Firecracker,Heal Spirit,Earthquake,Skeletons,The Log,Royal Hogs
7,Ladder,20200517T014142.000Z,monkees,Nicoco23¶,3,1,Golem,Night Witch,Lumberjack,Lightning,Tornado,Mega Minion,Baby Dragon,Barbarian Barrel,Royal Giant,Bats,Zap,Barbarians,Sparky,Arrows,Hog Rider,Musketeer
11,Ladder,20200516T230149.000Z,monkees,Dead!,2,1,Golem,Night Witch,Lumberjack,Lightning,Tornado,Mega Minion,Baby Dragon,Barbarian Barrel,Heal Spirit,Earthquake,Skeletons,Ice Golem,Three Musketeers,Hunter,The Log,Royal Hogs
12,Ladder,20200516T151639.000Z,monkees,ALMAHMEED,1,0,Golem,Night Witch,Lumberjack,Lightning,Tornado,Mega Minion,Baby Dragon,Barbarian Barrel,Knight,The Log,Poison,Miner,Bomb Tower,Spear Goblins,Bats,Wall Breakers
13,Ladder,20200516T144023.000Z,monkees,⭐Star Light⭐,1,0,Golem,Night Witch,Lumberjack,Lightning,Tornado,Mega Minion,Baby Dragon,Barbarian Barrel,Ice Wizard,Knight,Poison,Bomb Tower,Graveyard,Baby Dragon,Tornado,Barbarian Barrel
14,Ladder,20200516T143234.000Z,monkees,Всегда Первый,1,0,Golem,Night Witch,Lumberjack,Lightning,Tornado,Mega Minion,Baby Dragon,Barbarian Barrel,Ice Spirit,Rocket,Goblin Gang,Goblin Barrel,Inferno Tower,Knight,Princess,The Log
15,Ladder,20200516T142544.000Z,monkees,ΘοδωρηςDab,2,1,Golem,Night Witch,Lumberjack,Lightning,Tornado,Mega Minion,Baby Dragon,Barbarian Barrel,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log
16,Ladder,20200516T141806.000Z,monkees,CHN丨这货不是渣渣希,0,1,Golem,Night Witch,Lumberjack,Lightning,Tornado,Mega Minion,Baby Dragon,Barbarian Barrel,Mega Knight,Giant Snowball,Bandit,Electro Wizard,Poison,Ram Rider,Barbarian Barrel,Inferno Dragon
17,Ladder,20200516T043642.000Z,monkees,可哀想な堀北鈴音,1,0,Golem,Night Witch,Lumberjack,Lightning,Tornado,Mega Minion,Baby Dragon,Barbarian Barrel,P.E.K.K.A,Bandit,Royal Ghost,Battle Ram,Electro Wizard,Magic Archer,Poison,Zap
18,Ladder,20200516T042918.000Z,monkees,Ar7hur,1,0,Golem,Night Witch,Lumberjack,Lightning,Tornado,Mega Minion,Baby Dragon,Barbarian Barrel,P.E.K.K.A,Battle Ram,Bandit,Royal Ghost,Magic Archer,Electro Wizard,Poison,Zap
19,Ladder,20200516T042438.000Z,monkees,SDC KENNEDY,1,3,Golem,Night Witch,Lumberjack,Lightning,Tornado,Mega Minion,Baby Dragon,Barbarian Barrel,Giant,Graveyard,Musketeer,Mini P.E.K.K.A,Skeleton Army,Bats,Arrows,Giant Snowball
20,Ladder,20200516T041641.000Z,monkees,<c5>Lava king,3,1,Golem,Night Witch,Lumberjack,Lightning,Tornado,Mega Minion,Baby Dragon,Barbarian Barrel,Lava Hound,Zap,Balloon,Barbarians,Minion Horde,Minions,Arrows,Miner
24,Ladder,20200516T024639.000Z,monkees,✨✨EREN TUNA✨✨,3,1,Golem,Night Witch,Lumberjack,Lightning,Tornado,Mega Minion,Baby Dragon,Barbarian Barrel,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap
0,Ladder,20200517T023931.000Z,Nova I Arda,⚡Kamikaze⚡,0,3,Ice Golem,Archers,Tesla,Fireball,Ice Spirit,Skeletons,X-Bow,The Log,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap
1,Ladder,20200517T023608.000Z,Nova I Arda,✫ I Sword,0,1,Ice Golem,Archers,Tesla,Fireball,Ice Spirit,Skeletons,X-Bow,The Log,X-Bow,Skeletons,Tesla,Rocket,Tornado,Knight,Ice Wizard,The Log
7,Ladder,20200516T195739.000Z,Nova I Arda,phatcat,1,0,Ice Golem,Archers,Tesla,Fireball,Ice Spirit,Skeletons,X-Bow,The Log,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram
0,Ladder,20200517T121720.000Z,PriNcEs☆PhAriDa,CHN丨Andres✨,1,0,Giant,Miner,Electro Wizard,Prince,Dark Prince,Fireball,Mega Minion,Zap,Giant,Minion Horde,Minions,Night Witch,Miner,Zap,The Log,Fireball
1,Ladder,20200517T100848.000Z,PriNcEs☆PhAriDa,CHN丨Makarious✨,1,0,Giant,Miner,Electro Wizard,Prince,Dark Prince,Fireball,Mega Minion,Zap,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins
6,Ladder,20200516T172257.000Z,PriNcEs☆PhAriDa,Dead!,3,2,Giant,Miner,Electro Wizard,Prince,Dark Prince,Fireball,Mega Minion,Zap,Heal Spirit,Earthquake,Skeletons,Ice Golem,Three Musketeers,Hunter,The Log,Royal Hogs
7,Ladder,20200516T163522.000Z,PriNcEs☆PhAriDa,✨✨EREN TUNA✨✨,1,0,Giant,Miner,Electro Wizard,Prince,Dark Prince,Fireball,Mega Minion,Zap,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap
9,Ladder,20200516T162410.000Z,PriNcEs☆PhAriDa,⭐Star Light⭐,3,0,Giant,Miner,Electro Wizard,Prince,Dark Prince,Fireball,Mega Minion,Zap,Ice Wizard,Knight,Poison,Bomb Tower,Graveyard,Baby Dragon,Tornado,Barbarian Barrel
10,Ladder,20200516T162155.000Z,PriNcEs☆PhAriDa,R✨Jonah,2,1,Giant,Miner,Electro Wizard,Prince,Dark Prince,Fireball,Mega Minion,Zap,Lumberjack,Balloon,Barbarian Barrel,Freeze,Inferno Dragon,Bowler,Baby Dragon,Tornado
11,Ladder,20200516T161055.000Z,PriNcEs☆PhAriDa,ΘοδωρηςDab,0,1,Giant,Miner,Electro Wizard,Prince,Dark Prince,Fireball,Mega Minion,Zap,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log
12,Ladder,20200516T160530.000Z,PriNcEs☆PhAriDa,bo sabah,1,0,Giant,Miner,Electro Wizard,Prince,Dark Prince,Fireball,Mega Minion,Zap,Golem,Lightning,Dark Prince,Baby Dragon,Ice Wizard,Mini P.E.K.K.A,Tornado,Barbarian Barrel
13,Ladder,20200516T160027.000Z,PriNcEs☆PhAriDa,Michi,0,1,Giant,Miner,Electro Wizard,Prince,Dark Prince,Fireball,Mega Minion,Zap,X-Bow,Knight,Archers,Bats,Skeletons,The Log,Tornado,Rocket
14,Ladder,20200516T155251.000Z,PriNcEs☆PhAriDa,SandISGod,1,0,Giant,Miner,Electro Wizard,Prince,Dark Prince,Fireball,Mega Minion,Zap,Lumberjack,Inferno Dragon,Magic Archer,Ram Rider,Barbarian Barrel,Giant Snowball,Ice Golem,Bandit
15,Ladder,20200516T154754.000Z,PriNcEs☆PhAriDa,Starshove,1,0,Giant,Miner,Electro Wizard,Prince,Dark Prince,Fireball,Mega Minion,Zap,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Battle Ram,P.E.K.K.A,Bandit
16,Ladder,20200516T154327.000Z,PriNcEs☆PhAriDa,ORCO,2,1,Giant,Miner,Electro Wizard,Prince,Dark Prince,Fireball,Mega Minion,Zap,Goblin Giant,Sparky,Zap,Rage,Heal Spirit,Mini P.E.K.K.A,Musketeer,Minions
17,Ladder,20200516T153740.000Z,PriNcEs☆PhAriDa,ENIGMA,0,1,Giant,Miner,Electro Wizard,Prince,Dark Prince,Fireball,Mega Minion,Zap,Knight,Miner,Skeleton Barrel,Poison,Spear Goblins,Bats,Bomb Tower,The Log
18,Ladder,20200516T153409.000Z,PriNcEs☆PhAriDa,Makarious,0,1,Giant,Miner,Electro Wizard,Prince,Dark Prince,Fireball,Mega Minion,Zap,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins
19,Ladder,20200516T152800.000Z,PriNcEs☆PhAriDa,⚡Kamikaze⚡,0,1,Giant,Miner,Electro Wizard,Prince,Dark Prince,Fireball,Mega Minion,Zap,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap
20,Ladder,20200516T152259.000Z,PriNcEs☆PhAriDa,Beast,1,0,Giant,Miner,Electro Wizard,Prince,Dark Prince,Fireball,Mega Minion,Zap,Spear Goblins,Bats,The Log,Knight,Earthquake,Royal Delivery,Hog Rider,Bomb Tower
21,Ladder,20200516T151841.000Z,PriNcEs☆PhAriDa,Janne Da Arc,1,0,Giant,Miner,Electro Wizard,Prince,Dark Prince,Fireball,Mega Minion,Zap,Giant Skeleton,Sparky,Mirror,Zap,Skeleton Army,Tornado,Goblin Barrel,Hunter
22,Ladder,20200516T151216.000Z,PriNcEs☆PhAriDa,Dead!,3,1,Giant,Miner,Electro Wizard,Prince,Dark Prince,Fireball,Mega Minion,Zap,Heal Spirit,Earthquake,Skeletons,Ice Golem,Three Musketeers,Hunter,The Log,Royal Hogs
23,Ladder,20200516T150911.000Z,PriNcEs☆PhAriDa,RemiEli,0,1,Giant,Miner,Electro Wizard,Prince,Dark Prince,Fireball,Mega Minion,Zap,Valkyrie,Tornado,Miner,Wall Breakers,Bomb Tower,Rocket,Ice Wizard,Goblins
24,Ladder,20200516T150542.000Z,PriNcEs☆PhAriDa,CHN丨Ace✨,0,1,Giant,Miner,Electro Wizard,Prince,Dark Prince,Fireball,Mega Minion,Zap,Hog Rider,Bats,The Log,Earthquake,Spear Goblins,Knight,Inferno Tower,Royal Delivery
0,Ladder,20200517T083535.000Z,Reflux丶逆,ACE ⭐Hasiel~19⭐,3,0,Musketeer,Giant Snowball,The Log,Knight,Earthquake,Goblins,Hog Rider,Bomb Tower,X-Bow,The Log,Ice Wizard,Knight,Skeletons,Tornado,Rocket,Tesla
1,Ladder,20200517T083152.000Z,Reflux丶逆,**mohamadparsa*,0,1,Musketeer,Giant Snowball,The Log,Knight,Earthquake,Goblins,Hog Rider,Bomb Tower,Graveyard,Arrows,Dark Prince,Tornado,Bomber,P.E.K.K.A,Electro Wizard,Balloon
2,Ladder,20200517T082451.000Z,Reflux丶逆,Dead!,1,0,Musketeer,Giant Snowball,The Log,Knight,Earthquake,Goblins,Hog Rider,Bomb Tower,Heal Spirit,Earthquake,Skeletons,Ice Golem,Three Musketeers,Hunter,The Log,Royal Hogs
4,Ladder,20200517T064026.000Z,Reflux丶逆,ぱんどら,1,0,Musketeer,Giant Snowball,The Log,Knight,Earthquake,Goblins,Hog Rider,Bomb Tower,Skeletons,Bomb Tower,Giant Snowball,Balloon,Barbarian Barrel,Miner,Ice Golem,Musketeer
5,Ladder,20200517T063355.000Z,Reflux丶逆,Hbs3,1,0,Musketeer,Giant Snowball,The Log,Knight,Earthquake,Goblins,Hog Rider,Bomb Tower,Giant,Night Witch,Dark Prince,Graveyard,Skeleton Army,Giant Snowball,Arrows,Musketeer
6,Ladder,20200517T063021.000Z,Reflux丶逆,ALDEBARAN™,1,0,Musketeer,Giant Snowball,The Log,Knight,Earthquake,Goblins,Hog Rider,Bomb Tower,Valkyrie,Hog Rider,Musketeer,Mortar,Skeletons,Bats,Giant Snowball,Earthquake
7,Ladder,20200517T062508.000Z,Reflux丶逆,L Lawliet,1,0,Musketeer,Giant Snowball,The Log,Knight,Earthquake,Goblins,Hog Rider,Bomb Tower,Hog Rider,Knight,Musketeer,Goblins,Bomb Tower,Earthquake,Giant Snowball,The Log
8,Ladder,20200517T062011.000Z,Reflux丶逆,iLastDream 6,1,0,Musketeer,Giant Snowball,The Log,Knight,Earthquake,Goblins,Hog Rider,Bomb Tower,Goblin Barrel,Spear Goblins,Rocket,Giant Snowball,Bandit,Rascals,Cannon Cart,Princess
9,Ladder,20200517T061014.000Z,Reflux丶逆,Surg TS,0,1,Skeletons,Bats,Zap,Miner,Giant,The Log,Magic Archer,Mini P.E.K.K.A,Princess,Goblin Barrel,Skeletons,Bomb Tower,The Log,Knight,Skeleton Barrel,Dart Goblin
10,Ladder,20200517T060551.000Z,Reflux丶逆,ＳＷＡＮ™,1,0,Skeletons,Bats,Zap,Miner,Giant,The Log,Magic Archer,Mini P.E.K.K.A,X-Bow,The Log,Ice Wizard,Knight,Skeletons,Tornado,Rocket,Tesla
11,Ladder,20200517T055913.000Z,Reflux丶逆,gravity,1,3,Skeletons,Bats,Zap,Miner,Giant,The Log,Magic Archer,Mini P.E.K.K.A,Lava Hound,Balloon,Tombstone,Fireball,Mega Minion,Minions,Zap,Barbarians
12,Ladder,20200517T055526.000Z,Reflux丶逆,⚜️CRSUX⚜️™️,1,0,Skeletons,Bats,Zap,Miner,Giant,The Log,Magic Archer,Mini P.E.K.K.A,X-Bow,Tesla,Ice Golem,Fireball,Skeletons,Ice Spirit,Archers,The Log
13,Ladder,20200517T055007.000Z,Reflux丶逆,GerasRepXD,0,1,Skeletons,Bats,Zap,Miner,Giant,The Log,Magic Archer,Mini P.E.K.K.A,Giant,Mega Minion,Tombstone,Poison,Goblin Gang,Bats,Arrows,Graveyard
14,Ladder,20200517T054533.000Z,Reflux丶逆,Sheldon Cooper,1,0,Skeletons,Bats,Zap,Miner,Giant,The Log,Magic Archer,Mini P.E.K.K.A,Knight,Ice Wizard,Skeletons,The Log,Rocket,Tornado,X-Bow,Tesla
15,Ladder,20200517T053905.000Z,Reflux丶逆,ぱんどら,1,2,Skeletons,Bats,Zap,Miner,Giant,The Log,Magic Archer,Mini P.E.K.K.A,Skeletons,Bomb Tower,Giant Snowball,Balloon,Barbarian Barrel,Miner,Ice Golem,Musketeer
16,Ladder,20200516T084520.000Z,Reflux丶逆,Dynamite I いっせい,1,0,Skeletons,Bats,Zap,Miner,Giant,The Log,Magic Archer,Mini P.E.K.K.A,P.E.K.K.A,Ram Rider,Bandit,Electro Wizard,Baby Dragon,Lightning,Barbarian Barrel,Giant Snowball
17,Ladder,20200516T083502.000Z,Reflux丶逆,CHN丨这货不是渣渣希,1,0,Skeletons,Bats,Zap,Miner,Giant,The Log,Magic Archer,Mini P.E.K.K.A,Mega Knight,Giant Snowball,Bandit,Electro Wizard,Poison,Ram Rider,Barbarian Barrel,Inferno Dragon
18,Ladder,20200516T082909.000Z,Reflux丶逆,عبدالله عماد,3,1,Skeletons,Bats,Zap,Miner,Giant,The Log,Magic Archer,Mini P.E.K.K.A,Lava Hound,Balloon,Lightning,Arrows,Skeleton Army,Bomber,Inferno Tower,Minions
19,Ladder,20200516T082527.000Z,Reflux丶逆,⚡STATIC⚡,3,0,Skeletons,Bats,Zap,Miner,Giant,The Log,Magic Archer,Mini P.E.K.K.A,Spear Goblins,Bats,The Log,Knight,Earthquake,Royal Delivery,Hog Rider,Bomb Tower
20,Ladder,20200516T082154.000Z,Reflux丶逆,⚡️Bag⚡️™️,0,1,Skeletons,Bats,Zap,Miner,Giant,The Log,Magic Archer,Mini P.E.K.K.A,Ice Golem,Royal Hogs,Firecracker,Heal Spirit,Hunter,Goblin Cage,Earthquake,Royal Delivery
21,Ladder,20200516T081349.000Z,Reflux丶逆,<c4>EDUARDOV503,0,3,Musketeer,Giant Snowball,The Log,Knight,Earthquake,Goblins,Hog Rider,Bomb Tower,Valkyrie,Tornado,Miner,Wall Breakers,Bomb Tower,Rocket,Ice Wizard,Goblins
22,Ladder,20200516T081032.000Z,Reflux丶逆,みかん坊や,1,0,Musketeer,Giant Snowball,The Log,Knight,Earthquake,Goblins,Hog Rider,Bomb Tower,Heal Spirit,Skeletons,Earthquake,Royal Hogs,The Log,Three Musketeers,Hunter,Ice Golem
23,Ladder,20200516T080542.000Z,Reflux丶逆,ヒロト,0,1,Musketeer,Giant Snowball,The Log,Knight,Earthquake,Goblins,Hog Rider,Bomb Tower,Wall Breakers,Valkyrie,Magic Archer,Arrows,Miner,Goblins,Bats,Bomb Tower
24,Ladder,20200516T075507.000Z,Reflux丶逆,⭐️BaИa⭐️,3,1,Spear Goblins,Bats,The Log,Knight,Earthquake,Royal Delivery,Hog Rider,Bomb Tower,Golem,Night Witch,Baby Dragon,Mega Minion,Mini P.E.K.K.A,Bomber,Lightning,Tornado
0,Ladder,20200517T091253.000Z,Makarious,Dead!,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Heal Spirit,Earthquake,Skeletons,Ice Golem,Three Musketeers,Hunter,The Log,Royal Hogs
1,Ladder,20200516T153409.000Z,Makarious,PriNcEs☆PhAriDa,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Giant,Miner,Electro Wizard,Prince,Dark Prince,Fireball,Mega Minion,Zap
2,Ladder,20200516T152923.000Z,Makarious,Asura♠️Bansito,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Wall Breakers,Miner,Poison,Royal Delivery,Hunter,Ice Golem,Skeletons,Bats
3,Ladder,20200516T152533.000Z,Makarious,ALMAHMEED,0,1,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Knight,The Log,Poison,Miner,Bomb Tower,Spear Goblins,Bats,Wall Breakers
4,Ladder,20200516T151749.000Z,Makarious,⚡Kamikaze⚡,0,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap
5,Ladder,20200516T151009.000Z,Makarious,✓LuisAguilar✓™,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Ice Wizard,Bowler,Goblin Gang,Bats,Tornado,Dark Prince,Arrows,Graveyard
6,Ladder,20200516T150234.000Z,Makarious,Pl⚡T3kT0n1k⚡,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Giant,Musketeer,Graveyard,Skeleton Army,Bats,Sparky,Royal Delivery,Arrows
7,Ladder,20200516T145802.000Z,Makarious,ENIGMA,0,1,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Knight,Spear Goblins,Hog Rider,Bats,Earthquake,The Log,Royal Delivery,Bomb Tower
8,Ladder,20200516T145150.000Z,Makarious,<c5>Lava king,2,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Lava Hound,Zap,Balloon,Barbarians,Minion Horde,Minions,Arrows,Miner
9,Ladder,20200516T144816.000Z,Makarious,RemiEli,0,1,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Valkyrie,Tornado,Miner,Wall Breakers,Bomb Tower,Rocket,Ice Wizard,Goblins
10,Ladder,20200516T133011.000Z,Makarious,AHMEDTAREK,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,The Log,Fire Spirits,Rocket,Goblins,Princess,Miner,Mini P.E.K.K.A,Inferno Tower
11,Ladder,20200516T111207.000Z,Makarious,אביה דביר,2,1,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Heal Spirit,Elixir Golem,Battle Healer,Night Witch,Inferno Dragon,Electro Dragon,Rage,Arrows
12,Ladder,20200515T214336.000Z,Makarious,TOTEM ErBacceYT,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Goblins,Bats,Zap,Wall Breakers,Miner,Musketeer,Mini P.E.K.K.A,Mega Knight
13,Ladder,20200515T170824.000Z,Makarious,Shaba,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Knight,Spear Goblins,Bats,Poison,Miner,Bomb Tower,Skeleton Barrel,The Log
14,Ladder,20200515T163751.000Z,Makarious,**mohamadparsa*,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Graveyard,Arrows,Dark Prince,Tornado,Bomber,P.E.K.K.A,Electro Wizard,Balloon
15,Ladder,20200515T163137.000Z,Makarious,SlomLomm,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Balloon,Lumberjack,Mini P.E.K.K.A,Bats,Barbarians,Zap,Heal Spirit,Rocket
16,Ladder,20200515T162644.000Z,Makarious,xNatik,0,1,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Knight,Goblin Barrel,Inferno Tower,Goblin Gang,Ice Spirit,The Log,Princess,Rocket
17,Ladder,20200515T162119.000Z,Makarious,Nova I Itai ✨,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Royal Hogs,Heal Spirit,Hunter,Dark Prince,Goblin Cage,Earthquake,Magic Archer,Royal Delivery
18,Ladder,20200515T161657.000Z,Makarious,⚡Kamikaze⚡,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Giant,Prince,Dark Prince,Mega Minion,Fireball,Miner,Electro Wizard,Zap
19,Ladder,20200515T161258.000Z,Makarious,❤~若水~❤,0,1,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Bandit,Barbarian Barrel,Zap,Lightning,Electro Wizard,Magic Archer,P.E.K.K.A,Ram Rider
20,Ladder,20200515T160926.000Z,Makarious,I Kuba™ シ︎,2,1,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Lava Hound,Guards,Miner,Zap,Inferno Dragon,Balloon,Baby Dragon,Fireball
21,Ladder,20200515T160512.000Z,Makarious,Prestige神,0,1,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,X-Bow,Fireball,Tesla,Archers,The Log,Ice Golem,Ice Spirit,Skeletons
22,Ladder,20200515T154858.000Z,Makarious,RemiEli,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Valkyrie,Tornado,Miner,Wall Breakers,Bomb Tower,Rocket,Ice Wizard,Goblins
23,Ladder,20200515T153504.000Z,Makarious,phatcat,0,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Poison,Zap,Magic Archer,Royal Ghost,Electro Wizard,Bandit,P.E.K.K.A,Battle Ram
24,Ladder,20200515T135055.000Z,Makarious,门神Soloman,1,0,Mortar,Bats,Minion Horde,Fireball,Goblin Gang,Zap,Hog Rider,Spear Goblins,Bandit,Mega Knight,Electro Wizard,Barbarian Barrel,Inferno Dragon,Ram Rider,Giant Snowball,Poison
0,Ladder,20200517T101509.000Z,Hbs3,「49™」MÄŃĐŘÄĶË,2,1,Giant,Mini P.E.K.K.A,Musketeer,Skeleton Army,Giant Snowball,Graveyard,Arrows,Bats,Giant,Mini P.E.K.K.A,Arrows,Minion Horde,Skeleton Army,Sparky,Zap,Bats
1,Ladder,20200517T100949.000Z,Hbs3,ぱんどら,2,1,Giant,Mini P.E.K.K.A,Musketeer,Skeleton Army,Giant Snowball,Graveyard,Arrows,Bats,Royal Hogs,Skeletons,Skeleton Barrel,Goblin Cage,Royal Delivery,Earthquake,Bats,Firecracker
2,Ladder,20200517T100306.000Z,Hbs3,ナポリタン,1,0,Giant,Mini P.E.K.K.A,Musketeer,Skeleton Army,Giant Snowball,Graveyard,Arrows,Bats,Miner,Bomb Tower,The Log,Poison,Bats,Spear Goblins,Skeleton Barrel,Valkyrie
3,Ladder,20200517T095731.000Z,Hbs3,אביה דביר,3,1,Giant,Mini P.E.K.K.A,Musketeer,Skeleton Army,Giant Snowball,Graveyard,Arrows,Bats,Inferno Dragon,Elixir Golem,Battle Healer,Night Witch,Heal Spirit,Electro Dragon,Rage,Arrows
4,Ladder,20200517T095046.000Z,Hbs3,♪雪☃️宝༊,1,3,Giant,Mini P.E.K.K.A,Musketeer,Skeleton Army,Giant Snowball,Graveyard,Arrows,Bats,Elixir Golem,Arrows,Battle Healer,Electro Dragon,Heal Spirit,Inferno Dragon,Night Witch,Rage
