,text,neg,neu,pos,compound
4358,Can we flatten the curve on climate? #netzero #sustainability #green #environment #community #sustainable #collaboration #kindnessontheplanet  http://ow.ly/B9MW50zs4SS  pic.twitter.com/fpw5MHPZ1R,0.0,1.0,0.0,0.0
4359,Can we flatten the curve on climate? #netzero #sustainability #green #environment #community #sustainable #collaboration #kindnessontheplanet  http://ow.ly/pOSj50zs4SP  pic.twitter.com/Z8FgN3kHGN,0.0,1.0,0.0,0.0
4323,"Kraft Shopping Bags (Various Colors, 40 Pieces)  http://dlvr.it/RWNdND  #kraftpaper #paper #buykraft #papier #ecofriendly #sustainability #sustainable #green",0.0,1.0,0.0,0.0
8328,"""I don't think you can fully call yourself a vegan if you wear leathers."" - Lewis Hamilton #trvst #quote #vegan #whatveganseat #green #sustainability #dogood #vegetarian #sustainable #bethechange #thinkgreen
 https://www.trvst.world/foa/sustainable-living/vegan-quotes … pic.twitter.com/vTq0bE1JvM",0.0,1.0,0.0,0.0
8324," https://www.youtube.com/watch?v=nO9yyFWsQPM …
#ecofriendly #zerowaste #sustainable #eco #sustainability #gogreen #sustainableliving #plasticfree #recycle #savetheplanet #environment #green #organic #natural #ecofriendlyliving #noplastic #love #ecofriendlyproducts #environmentallyfriendly #greenliving",0.0,1.0,0.0,0.0
8323,#cerlos #sto #BuildingMaterials #Sustainability #Sustainable #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale https://twitter.com/Moxy_CERLOS/status/1245351864666927104 …,0.0,1.0,0.0,0.0
8322,"Farming our Premium Organic Asparagus 🌱 

.
#DoubleDFarms #asparagus #organic #certifiedorganic #fields #asparagusseason #myjobdependsonag #femalefarmer #farmher #soilhealth #agriculture #sustainability #sustainable #ccof #usdaorganic pic.twitter.com/C5mjOom9bM",0.0,1.0,0.0,0.0
8321,Sustaining #sustainability: Lessons from the #coronavirus pandemic - @GreenBiz  https://www.greenbiz.com/article/sustaining-sustainability-lessons-coronavirus-pandemic … #covid19 #sustainable,0.0,1.0,0.0,0.0
8319,#pollution #environment #climatechange #nature #savetheplanet #plasticpollution #airpollution #plastic #plasticfree #zerowaste #recycle #ecofriendly #earth #globalwarming #sustainability #ocean #gogreen #green #eco #sustainable #climate #trash #noplastic #waste #pollutionfree pic.twitter.com/se9xb5tuNN,0.0,1.0,0.0,0.0
4321,Newsies at Skeeter’s Branch (Kraft Paper Poster)  http://dlvr.it/RWNdNL  #kraftpaper #paper #buykraft #green #papier #sustainability #ecofriendly #sustainable  pic.twitter.com/ynrzKMRFLr,0.0,1.0,0.0,0.0
8316,"How To Make A Reusable Swiffer Mop Cover ⋆ A Rose Tinted World  https://buff.ly/3bIvALW  #upcycling #zerowaste #sustainable #Sustainability @PLBchat @BBlogRT @bloglove2018  #TheCLqRT @bestblogRT @busybloggers
@bloggerslifeco  @sincerelyessie @allthoseblogs @wetweetblogs pic.twitter.com/3RFTT1Kw3X",0.0,1.0,0.0,0.0
4322,Kraft Jewelry Display Cards (50 Pieces)  http://dlvr.it/RWNdNG  #kraftpaper #paper #buykraft #green #sustainable #papier #sustainability #ecofriendly pic.twitter.com/NA5PVyh1Wl,0.0,1.0,0.0,0.0
4324,Cat Shaped Kraft Paper Hang Tags (100 Pieces)  http://dlvr.it/RWNdLZ  #kraftpaper #paper #buykraft #green #sustainable #sustainability #ecofriendly #papier pic.twitter.com/TwI5r5mvA4,0.0,1.0,0.0,0.0
8310,#Sustainability is often hidden in #old #buildings - #building #sustainable #monument #development - #Germany #BlackForest pic.twitter.com/i8PMJxEcO9,0.0,1.0,0.0,0.0
4372,Your #Sunday sustainable reading hub  https://bit.ly/2VJgpwX  #eco #ecofriendly #zerowaste #sustainable #nature #green #sustainability #plasticfree #environment #reuse #recycle #reuse #sustainableliving #noplastic #ecology #choosetoreuse,0.0,1.0,0.0,0.0
8255,"Ever heard of #WasteHierarchy? Read our lates #blog and find out
 https://bit.ly/39KkHrD 
#eco #ecofriendly #zerowaste #sustainable #nature #green #sustainability #plasticfree #environment #recycle #gogreen #savetheplanet #organic #climatechange #reuse #noplastic #ecology",0.0,1.0,0.0,0.0
8254,"Opulent, hand-embellished #Organiccotton 🌿 Men’s T-shirt  http://buff.ly/2PULlVO 
#sustainable #mensstyle #Tshirt #ethical #MadeInEngland #Menswear #eco #ethicalfashion #Sustainability #streetwear #sustainablefashion #ethicalmenswear #RainyDay #StreetStyle pic.twitter.com/N2ugVy3DuX",0.0,1.0,0.0,0.0
4394,Metalhead... #BlackMirror is here... #coronavirus #COVID19 #Corona #Agenda2030 #NWO #Sustainability #sustainable #AI #viral #Obey #BigData #Police #policia https://twitter.com/SheenaParish/status/1259144660653670400 …,0.0,1.0,0.0,0.0
8160,Have you heard about The Paddock Eco Village in Castlemaine? There is a community of #sustainable homes being built and some have been completed together with a community centre. #eco #sustainability #ecofriendly #sustainableliving #environment #nature  https://www.youtube.com/watch?v=bbhm9Eho9iA … pic.twitter.com/pU2BVK5wYc,0.0,1.0,0.0,0.0
4415,Coronavirus could trigger 'largest ever annual fall in CO2' in 2020 #netzero #sustainability #green #environment #community #sustainable #collaboration #kindnessontheplanet  http://ow.ly/PIzn50zs4QW  pic.twitter.com/0u9IcCPAgn,0.0,1.0,0.0,0.0
4414,This could be you.. shop now! Link in our bio! #gardening #hydroponics #indoorgarden #plantfood #plants #flowers #flower #plant #vegitation #sustainableliving #sustainability #sustainable #garden #gardenlife…  https://www.instagram.com/p/B_-S554BVe9/?igshid=1495xwrvvb45f …,0.0,1.0,0.0,0.0
7307,How can we be sustainable post Covid19 ?  https://www.linkedin.com/posts/emexlondon_how-can-we-be-sustainable-post-covid-19-activity-6656487584597966848-K3Tj … #forthefuture #futurethinking #covid19 #sustainable #sustainability #green #carbonreduction,0.0,1.0,0.0,0.0
4869,"Did you know that you can grow your own cups and drinkware?
#agtech #foodtech #sustainable #sustainability
 https://www.thisiscolossal.com/2020/04/jun-aizaki-gourd-cups/ …",0.0,1.0,0.0,0.0
7303,Going digital a #NewNormal #WhatOurFutureWillLookLike #sustainableph #Sustainable #sustainability  https://twitter.com/PhilippineStar/status/1250529329647431683 …,0.0,1.0,0.0,0.0
7302,"Hyzon Motors will begin with an order for 1,000 hydrogen buses and plans to have 2,000 heavy vehicles deployed within 3 years. #Hyzon #Hyzonmotors #hydrogen #ydrogenfuelcells #hydrogenfuelcell #h2o #sustainabletransport #sustainable #sustainability
 https://www.intelligentliving.co/ny-based-hyzon-motors-hydrogen-vehicles/ …",0.0,1.0,0.0,0.0
4870,"Read my#blog about #growing #veg in the garden! 
 https://easypeasygreeny.co.uk/2020/03/27/busy-in-the-garden/?platform=hootsuite&utm_campaign=HSCampaign …
#eco #ecofriendly #zerowaste #sustainable #nature #green #sustainability #plasticfree #environment #recycle #gogreen #savetheplanet #climatechange #reuse #sustainableliving #natural #earth #noplastic pic.twitter.com/YJgGXoer6i",0.0,1.0,0.0,0.0
4879,"Fruit Tree With Birds (Kraft Paper Poster, Single Piece)  http://dlvr.it/RW3pZ8  #posters #paper #buykraft #green #sustainability #ecofriendly #sustainable #kraftpaper pic.twitter.com/riBjEKMkRR",0.0,1.0,0.0,0.0
4861,"Mathilda The Professional (Kraft Paper Poster, Single Piece)  http://dlvr.it/RW3pXj  #posters #paper #buykraft #green #ecofriendly #sustainability #kraftpaper #sustainable  pic.twitter.com/i2CjrKLOO8",0.0,1.0,0.0,0.0
7361,Photos: The Volunteers #netzero #sustainability #green #environment #community #sustainable #collaboration #kindnessontheplanet  http://ow.ly/oG3650zckha  pic.twitter.com/uRBzYq0Mcy,0.0,1.0,0.0,0.0
7358,Check our new #blog and let us know if you need any more info on the subject  https://bit.ly/2xn3pnu  #eco #ecofriendly #zerowaste #sustainable #nature #green #sustainability #plasticfree #environment #recycle #reuse #sustainableliving #noplastic #ecology #choosetoreuse,0.0,1.0,0.0,0.0
7356,"Suggest #media #Economists #journalists explore #sustainability
#sustainable prosperity is:

#consumption = #renewable #resources
@The_NDL
@7NewsSydney
@PRIME7Tamworth
@ArmidaleExpress
@9NewsAUS
@7NewsAustralia
@smh
@australian
@SBSNews
@QandA
@SkyNewsAust
@10NewsFirst
@abcnews  https://twitter.com/martinrev21/status/1250306786311024640 … pic.twitter.com/wdVux2g0Ai",0.0,1.0,0.0,0.0
7349,"Proteção, é o que mais precisamos, mas i nosso Deus é Grande!

#godfirst
#jesussaves
#savetheplanet
#climatechange
#noplastic
#savetheocean
#sustentabilidade
#sustainable
#sustainability
#sustainableliving…  https://www.instagram.com/p/B_A3XjABgMX/?igshid=hbtstl1e3y1w …",0.0,1.0,0.0,0.0
7346,8 reasons to buy organic:  http://bit.ly/2wDqu4z  #greenliving #sustainability #sustainable #sustainableliving #fashion #sustainablefashion #greenbeauty #naturalliving #organic pic.twitter.com/mKd83anOc9,0.0,1.0,0.0,0.0
4860,"Whisper Of The Heart (1995) – Kraft Poster, Single Piece  http://dlvr.it/RW3pYt  #posters #paper #buykraft #green #sustainability #ecofriendly #kraftpaper #sustainable  pic.twitter.com/4M9bExhcBd",0.0,1.0,0.0,0.0
7280,"The concept of #sustainability was never universally accessible. There's a way to live a more #sustainable lifestyle, but it's not a viable option for people who simply can't afford it. Sustainability is an investment. #globalwarming #climatechange https://studybreaks.com/thoughts/sustainability-accessible/ …",0.0,1.0,0.0,0.0
7279,Old buildings often express: this is sustainable ! #Berlin #Architecture #Sustainability #sustainable #pictureofday #picture pic.twitter.com/yfcwKk5DW6,0.0,1.0,0.0,0.0
7216,"Key Factors Impacting Sustainable Construction

 https://constructionstage.com/key-factors-impacting-sustainable-construction/ …
#construction #constructionmanagement #project #projectmanagement #projectmanager #constructionindustry #constructionstage #sustainability #sustainableconstruction #sustainable  pic.twitter.com/14i520YZhv",0.0,1.0,0.0,0.0
4913,"“The Principle of #Creativity - Part 1"" dealing with #sustainable #innovation is this week's episode of my #Purpose #Inspired #podcast (S3.E22). Listen or catch up on previous episodes at  http://waynevisser.buzzsprout.com . Also on #iTunes #Spotify #Google #Sustainability  pic.twitter.com/CmtP6VCIWO",0.0,1.0,0.0,0.0
7229,Do you consider switching to #beeswax food wrap  https://bit.ly/2xn3pnu  #eco #ecofriendly #zerowaste #sustainable #nature #green #sustainability #plasticfree #environment #recycle #reuse #sustainableliving #noplastic #ecology #choosetoreuse,0.0,1.0,0.0,0.0
7227,"Buy a T-Shirt we plant a Tree 🌲
 https://luxriosa.com 
#Sustainability #sustainable #organic #savetheplanet #sustainablefashion pic.twitter.com/xmx6Uy5SeS",0.0,1.0,0.0,0.0
7226,"En días fríos ❄ bebidas calientes 🔥
#waterrevolutionison #ecofriendly #eco #sustainable #zerowaste #sustainability #gogreen #nature #environment #plasticfree #savetheplanet #earth #sustainableliving  https://www.instagram.com/p/B73HMpkoVq8/?igshid=2ldsh2x5o9m9 …",0.0,1.0,0.0,0.0
4867,"Could these new developments be the breakthrough to make #EVs batteries Cobalt-free and more #sustainable? Read on. Source: @MachineDesign
 https://buff.ly/2SzvaR6  #Sustainability #ElectricVehicle",0.0,1.0,0.0,0.0
7308,#Palmoil #politics impede #sustainability in Southeast #Asia  https://theconversation.com/palm-oil-politics-impede-sustainability-in-southeast-asia-57647?utm_source=twitter&utm_medium=bylinetwitterbutton …… via @ConversationEDU #auspol #agribusiness #deforestation #environment #habitat #indonesia #malaysia #humanrights #landrights #indigenous #environmental #globalisation #sustainable #monoculture,0.0,1.0,0.0,0.0
4412,You have to start somewhere! Start with use- Garden Depot USA! Link in bio. #gardening #hydroponics #indoorgarden #plantfood #plants #flowers #flower #plant #vegitation #sustainableliving #sustainability #sustainable…  https://www.instagram.com/p/B_-UJFwBeTx/?igshid=gsrhint3u6rt …,0.0,1.0,0.0,0.0
7309,"Looking for things to do during #lockdown ? Learn what you can do over the next few weeks to make your #home more #sustainable, starting with this very simple action 💡
.
.
#sustainableliving #gogreen #sustainablehome #sustainability #greenliving #ecofriendly #zerowaste #lighting pic.twitter.com/YPvNJdZ1OF",0.0,1.0,0.0,0.0
7124,Kraft Paper Scrapbook Cards with Flower Fairies (100 Pieces)  https://buykraft.com/kraft-paper-scrapbooking-cards/?utm_source=dlvr.it&utm_medium=twitter … #buykraft #kraftpaper #paper #sustainability #sustainable #gifts #ecofriendly #artsandcrafts pic.twitter.com/ZgCzT2FP14,0.0,1.0,0.0,0.0
7122,"Coming soon for rent within 30 minutes of Rockland County. $20 per month, $100 per year, $300 to own. 
#socialdistancing #organic #savethebees #savetheplanet #smallgarden #sustainable #sustainability #custom…  https://www.instagram.com/p/B-19YOxFm5m/?igshid=a5tpbb75fz7p …",0.0,1.0,0.0,0.0
7121,"#trvst #zerowaste #waste #zerowastehome #green #sustainable #dotherightthing #nowaste #sustainability #gogreen #dosomething
📷 @luamtla on unSplash pic.twitter.com/FPNeuqh2l3",0.0,1.0,0.0,0.0
7118,Black Corrugated Kraft Paper Boxes (One Piece)  https://buykraft.com/black-corrugated-kraft-paper-boxes-one-piece/?utm_source=dlvr.it&utm_medium=twitter … #buykraft #kraftpaper #paper #freeshipping #sustainable #custompackaging #homedecor #sustainability  pic.twitter.com/1Y0FqI77D5,0.0,1.0,0.0,0.0
7117,Oasis Kraft Paper Poster (Single Piece)  https://buykraft.com/oasis-kraft-paper-poster/?utm_source=dlvr.it&utm_medium=twitter … #buykraft #kraftpaper #paper #sustainability #freeshipping #sustainable #custompackaging #ecofriendly pic.twitter.com/3wcXp230sK,0.0,1.0,0.0,0.0
7115,"You can be #Beautiful and #Sustainable at the same time. 
#Sustainability #ClimateAction #ClimateActionSG #LiveGreenSG #Green https://blog.env-solutions.com/sustainability-in-the-beauty-category …",0.0,1.0,0.0,0.0
7113,"#news #packaging #responsiblepackaging #wastemanagement #greenpackaging #ecofriendly
#packman #gauravjalan #sustainability #recycling #sustainable #plastic #environment #climatechange #waste #zerowaste #yourstory

Click here:
 https://yourstory.com/2020/04/yourstory-smb-week-manufacturing-cloud-technology … pic.twitter.com/f42G3hRmYs",0.0,1.0,0.0,0.0
7111,#boikanyo #energyempowerment #zamaco #renewableenergy #sustainability #bioenergy #energy #biogas #accesstoenergy #biochar #recycling #biomass #environment #climatechange #sustainable #welights #greenenergy #cleanenergy #renewables #gogreen #greeneconomy #greenfuture #lowcarbon,0.0,1.0,0.0,0.0
4927,#eco #ecofriendly #zerowaste #sustainable #nature #green #sustainability #beeswax #blog #sme #plasticfree #environment #recycle #reuse #sustainableliving #noplastic #ecology #choosetoreuse pic.twitter.com/EBuraw4BDs,0.0,1.0,0.0,0.0
7362,Photos: The Volunteers #netzero #sustainability #green #environment #community #sustainable #collaboration #kindnessontheplanet  http://ow.ly/83Ag50zckhe  pic.twitter.com/WLYZmEWA1U,0.0,1.0,0.0,0.0
4926,"Sustainability 101, define it and understand it☝🏾☝🏾
.
#sustainability #sustainabledesign #sustainable #sustainablefashion #sustainableliving #sustainablefarming #sustainableclothing #ecolifestyle #ecolife…  https://www.instagram.com/p/B_zTr1yl4fM/?igshid=eduqo8prsg4h …",0.0,1.0,0.0,0.0
7319,"today’s stitch is the scallop stitch 🤍👼🏼 find this stitch and more in the stitch sample kit on  http://fashiondex.com ! 
.
. 
.
.
.
#fashiondex #clothes #fashion #sustainability #sustainablefashion #forum #fairtrade #organic #natural #sustainable #eco pic.twitter.com/fxfLv4oJE3",0.0,1.0,0.0,0.0
7318,"3 Simple Rules To Shop Sustainably, From The Co-Founder Of Allbirds  https://buff.ly/2Vz4LU7  #simple #Sustainable #sustainability #savetheplanet #allbirds pic.twitter.com/mRfOntTpF2",0.0,1.0,0.0,0.0
4863,#Sustainability #BIGAwards #Sustainable  pic.twitter.com/zCYqHs9Nh5,0.0,1.0,0.0,0.0
