,0,1,2,3
332,michigan state you make me sad ,😞,😔,😢
333,omg. my mouth is in so much pain  i just wanna sleep untill its time to take my braces off.,😫,😷,😖
334,getting annoyed easily today  &gt;&gt;&gt; biofuel proposal: getting annoyed easily today  &gt;&gt;&gt; biof.. http://tinyurl.com/ceprvs,😤,😡,😠
335,@MizzChievouz Hey girl. The site is back.  Girlyvue is back and they have even more videos. ,😉,👍,😄
336,@a5hleyf i'm spending time with my grandma early tomorrow and i can't leave skittles by herself. ,😞,😔,😢
337,just got home from watching Michigan State get tromped!   ,😎,👍,💙
338,"Oh jew-bus! Two years worth of classes' work is ALOT to organize &gt;_&lt; i'm not finishing tonight, it's not possible...my bones ache ",😖,😣,😢
339,"@griffmiester no exchanging for me, my laptop hasn't arrived ",😔,😞,😢
340,@hyperbets i hope this doesn't last too long.  i feel miserable!,😣,😖,😷
341,@rcompo RACHEL! hang outage is neccessary - i was gonna be home this wekend but dumb folk make me work   so im free F and Sat until 4...,🔫,😠,😡
342,@TheLeagueSF Not Fun &amp; Furious? The new mantra for the Bay 2 Breakers? It was getting 2 rambunctious;the city overreacted &amp; clamped down ,😢,😠,😡
343,@amber_benson  my hubby (for some reason) thinks it's more important he has a good spot for red carpet for the Trek Movie Premiere. Sod!,😡,😜,😉
344,"I swear no matter how long I've been getting up at 5am, it never gets any easier. Man my eyes hurts wah ",😖,😞,😣
345,@Jeffree_Star Jeffree! How do you keep your hair one color? My PERMANENT dye fades within the week ,😭,😫,😢
346,"@otakusecret my reaction too  whoa, didn't see that coming",🙊,🙈,😳
347,"still sick. feeling a bit better, got some new medicine.... hope I feel good after a night of sleep. ohh, and it's suppose to snow! WTF! ",😖,😞,😷
348,"@Dangerm0use I think maybe you should get a couple more hours of sleep, hon. How productive can you be right now if ur dog tired? I worry ",😳,😴,😉
349,@maddyVA Thanks a lot. Learned a lot of new words but didn't find what I was looking for. ,😉,😊,👍
350,Wish I had all the XBLM downloads all on the gamertag 'Hitokyri'. This 5 gamertag thing is nonsense... and I'm tired of it ,😞,😡,😠
351,New Testament Test at 9:30 am   ,😬,😖,🔫
352,@ScoutBuck tons no hay Troll? ahhhh ,😂,😉,😜
353,stupid movies we watched... mirrors ugggggh... stooopeeed!!! rip off! ,😤,😠,😡
354,"http://twitpic.com/2y2yi - I love you, Buck. ",😘,💛,💓
355,last one!!! but still not done!!! ,😓,💪,😢
356,homework.... ,😖,😣,🔫
357,I don't understand why things get taken away. I didn't have enough time with him its unfair. I want him back!! He was like my baby ,😔,😢,💔
358,Scratch that: du in heif (two in a half) cookies. My tum just can't take anymore shoog. Poots ,😣,😖,😷
359,@cococourtney i was just listening to the sweets for the first time in forever! i miss them so much  can we go to chi town for visits plz?,😔,💔,😢
360,"Geez what a busy afternoon. Meetings, emails, meetings and email and more meetings. 6pm and the day is still going! Ah its dark and ",😣,😖,😴
361,"DANG!!! ANOTHER SPRING BREAK!!!  HOW COOL IS THAT???  TOO BAD I HAVE TO WORK ALL WEEK  OH WELL, MORE MONEY FOR A PHONE.  ttyl EVERBODY!!!",😔,😒,✌
362,@Sara_Kate Im afraid too  ( ur reply about uni from ages ago,💔,😞,😢
363,feeling down ,😢,😔,😞
364,@CarVin1 lol they are some emotional ass men!! Omg all this late night eating.. Both of us are broke ,😫,😭,😢
365,"@nick_carter Aww Nick!! I like your hair longer, why did you cut it off?  Break. My. Heart.",😭,😢,💔
366, wonder if Jon lost the net,😳,😕,👀
367,Wow. The most depressing thing in the world is losing a video that you've created in a matter of seconds.  #FML,😔,💔,🔫
368,@nchokkan https://www.mycomicshop.com/search?TID=395031 But all says not in stock ,😕,😞,😢
369,@Poohpot lmao im sorry poohpot i ate it all! ,😂,🙊,😔
370,Any chance  Softbelly (for @MTUB) isn't loud? ,😬,😉,👀
371,Time to move my posterior  and lose some fat. My articulation are creaking so no more running  but I�m drool for some swimming,😜,😋,💪
372,listening to nathan cry.... ,💔,😢,🎵
373,today sucked. I'm gonna die without chris and callum!  wahhh!,😫,😢,💔
374,"STOU site not update, no info about 2/2552 exam, and open course, I must wait for mail notices and doc. um... ",😣,😡,😠
375,@ohsbrat30...I'm sorry. I'm feeling kinda yucky myself. 5am is going to come too quick ,😣,😖,😷
376,is in love with scrappy and is missin him already ,😪,😔,💔
377,wants to hear @seblefebvre 's song but myspace is messing with me ,😪,😠,😒
378,Bad news was Dad has cancer and is dying   Good news new business started and  I am now a life coach practising holistic weight management,💔,💪,😢
379,@duchess_rebecca Man... intervention is soo sad ,😞,😪,😢
380,HELP! I need a new boyfriend... I'm stuck in a rut ,😣,😖,😫
381,I feel like a complete idiot. I'm the only one who doesn't get how this shit works  help me ,😓,😞,😔
382,Saw an ad on Craigslist for a casting call for a female host on G4. I was totally psyched! But realized it was a hoax ,😳,😐,😕
383,Pepperoni rolls in L.A.?: I called Valentino's - they said that they had sausage rolls but no pepperoni rolls  http://tinyurl.com/cec5ka,💀,😐,😑
384,"@soillodge yes, it will be. it's only Monday ",😣,😑,😞
385,i want the new GG episode already ,😭,😩,😫
386,I miss watching Rocko's Modern Life. ,😔,💔,😢
387,RIP Sandra....its so sad    how can someone do something like that??,🙏,💔,😢
388,Keeping my fingers crossed for my buddy    He is not feeling well.,🙅,🙏,😷
389,Wait should I eat?? Or be skinny for vegas!! I'm hungry! ,😳,😩,😫
390,"@Marge_Inovera I tried tweetdeck once and I hated it with a passion. Or it hated me, I'm not sure... ",😬,😅,😕
391,"@benackerman BTW my iPhone is acting funny, dying quickly and freezing and BS.  I'm not admitting anything, just sayin ",😜,💁,😉
392,Sitting here wondering why &quot;ED&quot; still has such a strong hold on me ,😢,💔,💪
393,@bananaface IM SORRY I GOT YOU SICK.  lol. going to bed too. NIGHT!,😘,😷,😴
394,"@carolrainbow no Internet at home, have to drive into Ox to use Internet because of builders! ",😤,😠,😡
395,@Steve_Buscemi the weather in Canada is freezing ,😣,😖,😬
396,twiggassssssss I been out of range all day  I'm back now and hopefully for good.,🙏,😎,🙌
397,@danadearmond ,😍,💛,❤
398,anyone who reads this pray for my Grandma. She's in pain ,😢,🙏,💔
399,"#3 woke up and was having an accident - &quot;It's pushing, it's pushing!&quot; he was crying because he couldn't stop from wetting his pants.  ",💪,💔,😢
400,"Home from Franklin street, I almost jumped over a fire. Someone kicked it before I could.  Jenny lost her shoe.",😑,😠,😡
401,@johnnybeane hey! you just changed your default. ,😉,😠,✋
402,Finally gave in and was bored enough to start this thing. I think the 140 is going to be a problem for me tho.  its like a myspace status.,😅,😳,😕
403,"@ellievolia If oooonly we were really so lucky, eh? And awh  Definitely too early for work.",😣,😔,😞
404,buttload of homework! ,😣,😠,🔫
405,needs another copy of visual studio 2008 ,😬,🙏,👀
406,"why to we, the only school in the world, be in this week.My school is silly  anyway... look on the bright side. When i'm off, u will be in",💁,😄,😜
407,omg i've an economics test. and i dont know all the things i have to know and omg im gonna fail ,😫,😭,🔫
408,"@robcthegeek Once upon a time Hundred Islands was the pride of Philippine tourism, but coral/clam/rare fish poaching did it in. Kinda sad ",😞,😢,😕
409,"@Henkuyinepu yeah, apparently i have really bad taste ",😅,😖,😷
410,@hummiemd I KNOW! I was really surprised since everyone recommends them on youtube.  I have to call them tomorrow and figure it all out.,😁,😕,😬
411,Waiting at the airport for my ride while I get harassed by 2 men trying to sell me ugly hats.. Why me?!  I just want to sleep..,😖,😴,😫
412,i left my IDs at the location and now i can not go out to bars  FUCKKKKKKKKKKKKK,😭,😢,😫
413,@celycarmo i'm sorry I don't understand your last comment ,😅,😔,😕
414,@OfficialRandL when is the announcement? i stayed up late last night ,🙈,😬,😅
415,"@KishoreK this is strange, illegal torrents avlbl everywhere, legal DVD not in stock  What do I do now???",😠,😡,😢
416,ITS NOT ENOUGH TO SAY THAT IMISS U ,😔,😞,💔
417,This trolley has up packed in like sardines! Padre game and they REMOVE a car?! Good call MTS ,😡,👍,👏
418,"@RandomlyNat Jeez, I was just trying to help  Haha.",🙈,😳,😅
419,@SupaMagg that happened to me saturday night. along with my glittery green lighter! ,😉,😡,😠
420,trying to reduce the number of cigarettes in each day! ,😬,😡,😷
421,yea it is so quiet around here cuz everyone has to work im bored to death with nobody to talk to ,😕,😐,😒
422,gotta do my cooking assignment  its too hard,😓,😫,😩
423,"@treesahquiche okay, about the applepears, I've talked to a few people and they've ALL had them before. No one ever told me, never ",😜,😕,😉
424,"@jennifermf I know!  I'm a night owl by nature, hahaha Am I a time zone behind you? It's almost 1 here",😉,😬,😜
425,@mamasvan lol - nope! but i did have complete #camerafail ,😉,😄,😜
426,@maxime68 @megelder But! I'm useless if I don't sleep  It's not fair! I want all the fun as well!!!,😉,😢,😜
427,My Pookie has a UTI.  I have to be Nurse Gabbie and get him back to 100%!!! No more sodas!!!!!!!!!!!!!!,💔,😢,🙅
428,@jillianfish tweet something damn it!  and hang out with me please? ,😁,😊,🙏
429,@anistorm ,😍,💛,❤
430,"I'm SO behind in video games, and everything for that matter. I'm yesterday's news ",😢,😔,😓
431,"@sleep_til_noon I did, it was the only one left but I got tempted and ate it soon as I got home  I had a chocolate velvet &amp; ate d mocha",😫,😭,😋
432,Is stressing out because my blackberry keeps flashing a red alert status for no reason!! Its faking me out and I hate it!!! ,😤,😠,😡
433,http://twitpic.com/2y34e - I wanna wear my Doc Martens out! Haven't worn them since December. ,😕,😣,😞
434,When to the shoe repair shop and the guy could not find my shoes!  So I have to go back and see if he can find them in a couple days. ,😤,😠,😡
435,@B_Barnett I did not really see that coming ,😂,🙈,😳
436,"just woke up from the most vivid, sketchy, not-cool dreams of my life. time to stare at the wall with the lights on. ",✨,👀,😳
437,it'll take 3 days for my sister to get her passport ,😅,😁,😬
438,@nicolerichie OH MY YES!! i miss ,😭,😢,💔
439,Uh oh... I think I am getting sick ,😣,😖,😷
440,Good GOD they ruined my belly button!!!  ,😡,😖,😷
441,Watching Who Framed Roger Rabbit. Makes me miss Toon Town. ,😔,💔,😢
442,"@akianz renting.. but very cheap renting, and awesome house. We had 3 buying attempts fall through ",😬,😄,👍
443,running nose + spinning head = not a good combination for a meeting! ,😣,😖,😷
444,@EazyDoesIt87 NEGATIVE.. you lost my vote of confidence ,😒,🙅,✋
445,Nasty budget due and my iphone is being sent to Apple today. ,😖,😠,😡
446,@Sofii_Noel that�s bad ,😖,😍,😷
447,"Dammit, episode 3 of Kings won't play for some reason  stopped in the middle now won't do anything",😤,😠,😡
448,I'm so upset that I missed my chat and quiz online because my free internet has ceased ,😭,💔,😢
449,can't believe it! I'm in disbelief of it all in a way really. How much can I take from people and always get hurt by others!! ,😞,😢,💔
450,Car show season has started without me ,😔,😢,💔
451,my throat is raw. ,😣,😖,😷
452,@KevChoice I just don't get it. What in a persons mind could even have them on some ish like this???  My prayers are with her fam for real,😢,😔,🙏
453,@frago I hate you. I didn't need to see that. I need to call my therapist now. ,😑,😡,😠
454,Twilight didn't come yesterday  fingers crossed for today,😞,😢,🙏
455,@NileLegania glad I was able help you feel better. I hate to see you sick  Love you!,😔,😘,😷
456,is tireddddddd. want to sleep but i have an assignment to finish and an exam tomorrow to study for ,😓,😣,🔫
457,"You know, I was thinking... I need money ",🎶,💯,🎵
